Date,Open,High,Low,Close,Volume
10/18/2023 16:00:00,6250,6475,6250,6375,50650600
10/19/2023 16:00:00,6375,6475,6325,6450,52067200
10/20/2023 16:00:00,6450,6600,6425,6575,49020700
10/23/2023 16:00:00,6575,6625,6450,6575,44638600
10/24/2023 16:00:00,6575,6600,6400,6425,42092900
10/25/2023 16:00:00,6450,6550,6425,6500,36480300
10/26/2023 16:00:00,6500,6675,6500,6550,38386000
10/27/2023 16:00:00,6550,6700,6525,6675,49725600
10/30/2023 16:00:00,6675,6800,6650,6750,34993600
10/31/2023 16:00:00,6750,6750,6450,6500,68381100
11/1/2023 16:00:00,6500,6650,6250,6650,56756900
11/2/2023 16:00:00,6650,6925,6600,6900,68254900
11/3/2023 16:00:00,7000,7000,6600,6700,40356800
11/6/2023 16:00:00,6675,6850,6675,6825,33405300
11/7/2023 16:00:00,6800,6950,6800,6850,39376500
11/8/2023 16:00:00,6850,6900,6725,6775,45012600
11/9/2023 16:00:00,6775,6775,6550,6650,39332200
11/10/2023 16:00:00,6650,6875,6600,6825,46087800
11/13/2023 16:00:00,6850,7125,6800,7100,63141200
11/14/2023 16:00:00,7100,7275,6950,7150,63771100
11/15/2023 16:00:00,7250,7325,7150,7225,79002900
11/16/2023 16:00:00,7225,7300,7150,7225,47471100
11/17/2023 16:00:00,7225,7650,7200,7575,130525600
11/20/2023 16:00:00,7575,7725,7050,7300,137354400
11/21/2023 16:00:00,7350,7400,7075,7300,60435900
11/22/2023 16:00:00,7300,7400,7025,7050,77439300
11/23/2023 16:00:00,7025,7200,6750,6900,79040300
11/24/2023 16:00:00,6925,7175,6925,7150,66381500
11/27/2023 16:00:00,7150,7575,7075,7550,80956800
11/28/2023 16:00:00,7550,7800,7500,7725,102447400
11/29/2023 16:00:00,7775,7875,7650,7775,80976900
11/30/2023 16:00:00,7775,8350,7200,7200,619636700
12/1/2023 16:00:00,7200,7200,5850,5900,286219300
12/4/2023 16:00:00,5900,6450,5900,6375,84433700
12/5/2023 16:00:00,6325,6675,6300,6600,59549000
12/6/2023 16:00:00,6675,6675,6350,6425,43290300
12/7/2023 16:00:00,6425,6575,6225,6475,58964600
12/8/2023 16:00:00,6500,6500,6300,6450,61148900
12/11/2023 16:00:00,6450,6825,6350,6825,81028900
12/12/2023 16:00:00,6850,7050,6725,7000,66874500
12/13/2023 16:00:00,7025,7200,6925,7125,57361000
12/14/2023 16:00:00,7125,7200,6600,6700,81099100
12/15/2023 16:00:00,6700,6800,6325,6325,338347300
12/18/2023 16:00:00,6350,6525,5900,6400,61075400
12/19/2023 16:00:00,6375,6575,6350,6475,36252900
12/20/2023 16:00:00,6500,6550,6325,6500,30420800
12/21/2023 16:00:00,6500,6525,6275,6300,27335400
12/22/2023 16:00:00,6300,6650,6200,6625,34740200
12/27/2023 16:00:00,6600,6825,6375,6450,31891500
12/28/2023 16:00:00,6450,6475,6150,6350,33640900
12/29/2023 16:00:00,6350,6550,6325,6550,25384200
1/2/2024 16:00:00,6550,6600,6375,6600,25419400
1/3/2024 16:00:00,6600,6700,6450,6450,21741400
1/4/2024 16:00:00,6450,6475,6325,6425,31474100
1/5/2024 16:00:00,6425,6550,6250,6475,40365700
1/8/2024 16:00:00,6475,6600,6450,6550,31413800
1/9/2024 16:00:00,6550,6725,6525,6650,34897300
1/10/2024 16:00:00,6625,6975,6600,6900,52445300
1/11/2024 16:00:00,6925,7425,6900,7300,83791100
1/12/2024 16:00:00,7300,7350,7050,7325,37502400
1/15/2024 16:00:00,7300,7525,7275,7525,45838900
1/16/2024 16:00:00,7550,7550,7325,7425,28214800
1/17/2024 16:00:00,7425,7425,7175,7200,35689900
1/18/2024 16:00:00,7200,7500,7175,7475,36068100
1/19/2024 16:00:00,7475,7575,7375,7475,26218000
1/22/2024 16:00:00,7475,7475,7200,7475,35069100
1/23/2024 16:00:00,7475,7675,7450,7675,41141000
1/24/2024 16:00:00,7675,7675,7350,7500,40526800
1/25/2024 16:00:00,7500,7625,7450,7525,27884100
1/26/2024 16:00:00,7300,7525,7250,7300,27085100
1/29/2024 16:00:00,7300,7350,7175,7300,27879500
1/30/2024 16:00:00,7300,7600,7300,7550,33460800
1/31/2024 16:00:00,7550,7600,7450,7525,26597200
2/1/2024 16:00:00,7300,7650,7300,7600,38445500
2/2/2024 16:00:00,7600,7600,7375,7600,29645500
2/5/2024 16:00:00,7600,7625,7500,7525,24120700
2/6/2024 16:00:00,7525,7600,7475,7575,27896800
2/7/2024 16:00:00,7575,7600,7500,7525,23412900
2/12/2024 16:00:00,7525,7750,7475,7750,43126700
2/13/2024 16:00:00,7725,7750,7600,7600,24713100
2/15/2024 16:00:00,7600,7950,7550,7950,51037900
2/16/2024 16:00:00,7950,8000,7850,7900,27107600
2/19/2024 16:00:00,7900,7900,7725,7825,35692300
2/20/2024 16:00:00,7825,8050,7825,8025,43164000
2/21/2024 16:00:00,8025,8125,7750,7800,42598800
2/22/2024 16:00:00,7800,8050,7800,7900,28810200
2/23/2024 16:00:00,7900,8050,7800,8000,27654500
2/26/2024 16:00:00,8000,8100,7950,8050,29298400
2/27/2024 16:00:00,8050,8100,7925,8100,32315200
2/28/2024 16:00:00,8100,8100,7900,8000,24832800
2/29/2024 16:00:00,7975,8500,7950,8500,106540800
3/1/2024 16:00:00,8475,8750,8350,8500,34380100
3/4/2024 16:00:00,8500,8625,8425,8500,19451400
3/5/2024 16:00:00,8500,8575,8350,8525,31948900
3/6/2024 16:00:00,8500,8600,8400,8400,25290100
3/7/2024 16:00:00,8450,8500,8225,8500,33346400
3/8/2024 16:00:00,8500,8525,8275,8375,22712200
3/13/2024 16:00:00,8375,8650,8325,8650,41850600
3/14/2024 16:00:00,8650,8725,8575,8725,34293600
3/15/2024 16:00:00,8700,8800,8625,8725,57379600
3/18/2024 16:00:00,8675,8850,8550,8850,35428100
3/19/2024 16:00:00,8850,9000,8800,8900,34011000
3/20/2024 16:00:00,8900,9000,8775,8900,31118400
3/21/2024 16:00:00,8875,8950,8525,8850,34024100
3/22/2024 16:00:00,8825,8825,8625,8775,27123500
3/25/2024 16:00:00,8900,8900,8700,8850,29267300
3/26/2024 16:00:00,8850,8850,8625,8675,27160500
3/27/2024 16:00:00,8675,8800,8600,8600,26627700
3/28/2024 16:00:00,8625,8750,8325,8750,27351100
4/1/2024 16:00:00,8750,8850,8700,8850,29841300
4/2/2024 16:00:00,8850,8850,8700,8775,24987900
4/3/2024 16:00:00,8750,8775,8550,8700,28137300
4/4/2024 16:00:00,8550,8900,8550,8850,41579100
4/5/2024 16:00:00,8800,8975,8775,8950,24987900
4/16/2024 16:00:00,8825,8950,8650,8750,29762000
4/17/2024 16:00:00,8725,8850,8600,8800,35538800
4/18/2024 16:00:00,8800,8950,8725,8950,39676000
4/19/2024 16:00:00,8925,8975,8825,8875,28259100
4/22/2024 16:00:00,8850,8925,8750,8750,24993900
4/23/2024 16:00:00,8750,8950,8725,8925,32217900
4/24/2024 16:00:00,8925,9150,8900,9050,37155900
4/25/2024 16:00:00,9100,9500,9050,9500,58909100
4/26/2024 16:00:00,9475,9725,9350,9475,39340100
4/29/2024 16:00:00,9500,9550,9225,9450,25275500
4/30/2024 16:00:00,9450,9950,9425,9700,34359000
5/2/2024 16:00:00,9725,9875,9600,9775,24976000
5/3/2024 16:00:00,9775,9825,9600,9775,22229700
5/6/2024 16:00:00,9775,9975,9750,9900,26261400
5/7/2024 16:00:00,9925,10000,9750,9775,25657600
5/8/2024 16:00:00,9775,9825,9475,9500,31551200
5/13/2024 16:00:00,9500,9900,9500,9825,26744900
5/14/2024 16:00:00,9850,9900,9725,9825,23511800
5/15/2024 16:00:00,9825,10325,9825,10200,28613700
5/16/2024 16:00:00,10225,10500,10175,10350,27581000
5/17/2024 16:00:00,10350,10550,10225,10250,24804200
5/20/2024 16:00:00,10450,10675,10300,10500,26314900
5/21/2024 16:00:00,10525,10775,10450,10500,25680700
5/22/2024 16:00:00,10550,10750,10475,10550,21413500
5/27/2024 16:00:00,10950,12650,10950,12650,73567600
5/28/2024 16:00:00,14150,15000,12500,12900,93832000
5/29/2024 16:00:00,14000,14000,13125,13200,52467800
5/30/2024 16:00:00,13200,13200,12150,12450,56954900
5/31/2024 16:00:00,12600,12700,11225,12075,129941900
6/3/2024 16:00:00,12500,12500,11600,11725,26567200
6/4/2024 16:00:00,11750,12900,11725,12775,40589700
6/5/2024 16:00:00,12925,13300,11800,11950,28983400
6/6/2024 16:00:00,12000,12475,11700,12150,24273300
6/7/2024 16:00:00,12175,12200,11600,11625,23451000
6/10/2024 16:00:00,11775,12000,11275,11950,25946000
6/11/2024 16:00:00,11950,12150,11700,11875,25081100
6/12/2024 16:00:00,11950,12100,11800,12000,24148200
6/13/2024 16:00:00,12075,12325,11800,11825,24153900
6/14/2024 16:00:00,11825,12200,11800,12100,30638100
6/19/2024 16:00:00,12175,12275,11925,12000,28353000
6/20/2024 16:00:00,12025,12075,11625,11775,26850300
6/21/2024 16:00:00,11825,11950,10300,11000,322600600
6/24/2024 16:00:00,11025,11200,10625,10800,19277000
6/25/2024 16:00:00,10850,11125,10750,10875,21468300
6/26/2024 16:00:00,10950,12050,10800,11450,39221900
6/27/2024 16:00:00,11450,11725,11100,11250,26422000
6/28/2024 16:00:00,11375,11375,10950,11000,25915700
7/1/2024 16:00:00,11075,11550,11075,11525,26264900
7/2/2024 16:00:00,11550,11750,11375,11500,23360000
7/3/2024 16:00:00,11550,11650,11475,11525,20316400
7/4/2024 16:00:00,11525,11625,11500,11550,18375200
7/5/2024 16:00:00,11575,11650,11475,11550,23217600
7/8/2024 16:00:00,11550,11550,10900,11100,23589500
7/9/2024 16:00:00,11150,11400,10975,11025,26246700
7/10/2024 16:00:00,11100,11375,11100,11350,23122800
7/11/2024 16:00:00,11400,11775,11350,11650,30706700
7/12/2024 16:00:00,11700,11875,11500,11700,22650000
7/15/2024 16:00:00,11750,11950,11450,11575,25280000
7/16/2024 16:00:00,11625,11675,11150,11225,23095200
7/17/2024 16:00:00,11400,11400,10525,11100,26082800
7/18/2024 16:00:00,11100,11275,10900,11250,20372100
7/19/2024 16:00:00,11275,11350,10875,11300,24605400
7/22/2024 16:00:00,11300,11425,11100,11175,20869300
7/23/2024 16:00:00,11200,11550,11150,11550,27017400
7/24/2024 16:00:00,11550,11850,11550,11800,24078400
7/25/2024 16:00:00,11775,11775,11375,11525,21115700
7/26/2024 16:00:00,11550,11750,11500,11650,30619200
7/29/2024 16:00:00,11750,12450,11725,12250,35712700
7/30/2024 16:00:00,12250,12275,11875,11925,23157500
7/31/2024 16:00:00,11900,11925,11675,11825,26114800
8/1/2024 16:00:00,11900,12000,11800,11900,21468000
8/2/2024 16:00:00,11900,11900,11700,11825,20961900
8/5/2024 16:00:00,11800,11850,11200,11700,30508800
8/6/2024 16:00:00,11625,12075,11625,11800,29756300
8/7/2024 16:00:00,11775,11800,11225,11325,41011200
8/8/2024 16:00:00,11325,11400,10325,10350,48376200
8/9/2024 16:00:00,10500,11150,10500,11100,38672200
8/12/2024 16:00:00,10900,10975,10375,10475,29922800
8/13/2024 16:00:00,10475,10700,10100,10200,40009000
8/14/2024 16:00:00,10200,10450,10025,10425,28065200
8/15/2024 16:00:00,10425,10500,10250,10250,21135200
8/16/2024 16:00:00,10400,10425,10050,10250,19070900
8/19/2024 16:00:00,10300,10550,10225,10450,28570200
8/20/2024 16:00:00,10450,10575,10350,10450,23305000
8/21/2024 16:00:00,10450,10525,10350,10375,20909700
8/22/2024 16:00:00,10375,10775,10375,10675,31109800
8/23/2024 16:00:00,10675,10825,10475,10750,29802700
8/26/2024 16:00:00,10750,10875,10625,10700,25541800
8/27/2024 16:00:00,10700,11225,10675,11050,41423100
8/28/2024 16:00:00,11075,11100,10725,10775,22558900
8/29/2024 16:00:00,10750,11050,10675,10825,28246500
8/30/2024 16:00:00,10850,10975,10575,10650,32246800
9/2/2024 16:00:00,10650,10825,10625,10700,18337500
9/3/2024 16:00:00,10725,10825,10575,10650,22792400
9/4/2024 16:00:00,10575,10800,10500,10700,20532200
9/5/2024 16:00:00,10700,10775,10450,10675,21874700
9/6/2024 16:00:00,10675,11050,10675,10900,23792400
9/9/2024 16:00:00,10925,11000,10725,10825,22595900
9/10/2024 16:00:00,10900,10900,10500,10550,21429900
9/11/2024 16:00:00,10600,10625,10325,10325,21018400
9/12/2024 16:00:00,10375,10775,10350,10450,24220500
9/13/2024 16:00:00,10525,10550,10225,10325,19352600
9/17/2024 16:00:00,10325,10400,10150,10275,21120900
9/18/2024 16:00:00,10275,10400,10200,10375,20133400
9/19/2024 16:00:00,10350,10525,10300,10425,23791100
9/20/2024 16:00:00,10400,10425,10250,10325,48341800
9/23/2024 16:00:00,10300,10300,9925,10175,27921000
9/24/2024 16:00:00,10175,10325,10100,10100,31393700
9/25/2024 16:00:00,10200,10225,10000,10175,26795900
9/26/2024 16:00:00,10175,10175,10000,10100,18011700
9/27/2024 16:00:00,10100,10100,9350,9525,40134100
9/30/2024 16:00:00,9575,9600,9125,9275,39989500
10/1/2024 16:00:00,9275,9450,9125,9350,31740100
10/2/2024 16:00:00,9325,9350,8950,9050,22775100
10/3/2024 16:00:00,9075,9100,8700,8900,36182900
10/4/2024 16:00:00,8900,9125,8800,8875,24439300
10/7/2024 16:00:00,8875,9100,8700,9000,20394400
10/8/2024 16:00:00,9000,9175,8825,9025,35606800
10/9/2024 16:00:00,9025,9025,8775,9000,22197500
10/10/2024 16:00:00,9000,9000,8700,8875,16634800
10/11/2024 16:00:00,8875,9250,8825,9150,31902600
10/14/2024 16:00:00,9150,9475,9150,9450,24170600
10/15/2024 16:00:00,9475,9950,9450,9825,38324100
10/16/2024 16:00:00,9875,10050,9825,9825,26874100
10/17/2024 16:00:00,9850,9925,9675,9700,18163800
10/18/2024 16:00:00,9700,9800,9650,9800,17632200
10/21/2024 16:00:00,9825,9850,9450,9750,19696400
10/22/2024 16:00:00,9750,9800,9475,9475,20951500
10/23/2024 16:00:00,9475,9575,9300,9425,16676400
10/24/2024 16:00:00,9425,9500,9225,9225,16865900
10/25/2024 16:00:00,9225,9400,9225,9225,17530400
10/28/2024 16:00:00,9225,9325,8950,9225,22087000
10/29/2024 16:00:00,9250,9575,9225,9425,22479800
10/30/2024 16:00:00,9425,9425,9250,9275,18138100
10/31/2024 16:00:00,9275,9300,9075,9175,22463500
11/1/2024 16:00:00,9175,9175,8975,9025,16725600
11/4/2024 16:00:00,9000,9075,8750,9000,19306700
11/5/2024 16:00:00,9000,9025,8775,9000,16713100
11/6/2024 16:00:00,9000,9350,8900,9200,26647800
11/7/2024 16:00:00,9200,9200,8575,8700,22965900
11/8/2024 16:00:00,8700,9075,8700,9000,17804700
11/11/2024 16:00:00,9000,9300,8975,9250,22395500
11/12/2024 16:00:00,9250,9575,9250,9525,27007900
11/13/2024 16:00:00,9500,9550,9275,9500,17903500
11/14/2024 16:00:00,9500,9600,9350,9350,15869900
11/15/2024 16:00:00,9350,9475,9000,9175,17586400
11/18/2024 16:00:00,9175,9525,9150,9525,21637400
11/19/2024 16:00:00,9550,9725,9525,9575,19353700
11/20/2024 16:00:00,9575,9700,9450,9675,19930600
11/21/2024 16:00:00,9675,9775,9575,9575,14602800
11/22/2024 16:00:00,9625,9750,9525,9525,14650800
11/25/2024 16:00:00,9525,9675,9050,9100,53410500
11/26/2024 16:00:00,9100,9375,9100,9100,14723900
11/28/2024 16:00:00,9150,9500,9125,9250,14754600
11/29/2024 16:00:00,9425,9550,8925,9000,21173800
12/2/2024 16:00:00,9000,9150,8950,9025,11090900
12/3/2024 16:00:00,9050,9350,8975,9350,15619000
12/4/2024 16:00:00,9375,9675,9325,9575,22012400
12/5/2024 16:00:00,9575,9625,9375,9550,11927100
12/6/2024 16:00:00,9550,9550,9400,9525,10672900
12/9/2024 16:00:00,9550,9550,9300,9325,12390000
12/10/2024 16:00:00,9375,9475,9325,9375,12767300
12/11/2024 16:00:00,9400,9475,9150,9225,12880000
12/12/2024 16:00:00,9225,9375,9100,9300,11659200
12/13/2024 16:00:00,9325,9375,9150,9150,9846400
12/16/2024 16:00:00,9125,9150,8875,9150,11459400
12/17/2024 16:00:00,9150,9275,8825,9000,13228000
12/18/2024 16:00:00,9000,9100,8850,8850,12361700
12/19/2024 16:00:00,8825,8975,8675,8950,9952100
12/20/2024 16:00:00,8950,9350,8875,9000,43042700
12/23/2024 16:00:00,9125,9250,8900,9000,11003500
12/24/2024 16:00:00,9025,9025,8825,8850,8842900
12/27/2024 16:00:00,8850,9025,8200,8275,19327000
12/30/2024 16:00:00,8275,8475,8025,8475,16925200
1/2/2025 16:00:00,8475,8575,8375,8475,8667500
1/3/2025 16:00:00,8500,8575,8100,8500,12097000
1/6/2025 16:00:00,8475,8500,8200,8300,11979700
1/7/2025 16:00:00,8300,8800,8300,8700,15152300
1/8/2025 16:00:00,8750,8800,8300,8300,10172100
1/9/2025 16:00:00,8350,8475,8250,8275,8624800
1/10/2025 16:00:00,8350,8500,8300,8450,14840400
1/13/2025 16:00:00,8475,8700,8350,8500,12281300
1/14/2025 16:00:00,8500,8500,8200,8200,16637400
1/15/2025 16:00:00,8250,8375,8025,8325,17344800
1/16/2025 16:00:00,8375,8375,8125,8200,14286900
1/17/2025 16:00:00,8200,8275,8075,8275,16710500
1/20/2025 16:00:00,8275,8375,8225,8250,12802800
1/21/2025 16:00:00,8300,8325,8150,8150,14247700
1/22/2025 16:00:00,8225,8650,8225,8600,25885400
1/23/2025 16:00:00,8625,8775,8400,8400,20200500
1/24/2025 16:00:00,8450,8525,8375,8450,14408900
1/30/2025 16:00:00,8450,8450,7875,7975,15943000
1/31/2025 16:00:00,8050,8050,7500,7525,16838700
2/3/2025 16:00:00,7525,7525,6925,7075,14259900
2/4/2025 16:00:00,7100,7225,6900,6900,16221400
2/5/2025 16:00:00,7000,7275,6925,7250,23145900
2/6/2025 16:00:00,7300,7475,7025,7125,13637600
2/7/2025 16:00:00,7125,7125,6850,6875,15778000
2/10/2025 16:00:00,6950,7175,6775,7125,19648300
2/11/2025 16:00:00,7175,7325,6500,6775,19298800
2/12/2025 16:00:00,6775,7175,6650,7175,21919500
2/13/2025 16:00:00,7175,7225,6725,6750,14578800
2/14/2025 16:00:00,6850,6900,6725,6825,9403600
2/17/2025 16:00:00,6825,7100,6800,7025,15472000
2/18/2025 16:00:00,7050,7350,7000,7350,20493900
2/19/2025 16:00:00,7400,7400,7000,7025,12828300
2/20/2025 16:00:00,7025,7225,7025,7225,12617100
2/21/2025 16:00:00,7175,7275,7000,7275,13204800
2/24/2025 16:00:00,7275,7275,6800,6900,11327600
2/25/2025 16:00:00,6925,7050,6575,6575,12744000
2/26/2025 16:00:00,6600,6775,6400,6525,12009100
2/27/2025 16:00:00,6550,6900,6500,6900,17725800
2/28/2025 16:00:00,6900,6900,6200,6550,21482800
3/3/2025 16:00:00,6675,6875,6450,6800,15612300
3/4/2025 16:00:00,6800,6825,5950,6000,18742600
3/5/2025 16:00:00,6100,6500,6075,6500,25542400
3/6/2025 16:00:00,6500,6725,6400,6700,22328400
3/7/2025 16:00:00,6700,6800,6550,6550,15956600
3/10/2025 16:00:00,6550,6575,6300,6325,14111500
3/11/2025 16:00:00,6325,6375,6175,6175,7558000
3/12/2025 16:00:00,6175,6425,6175,6425,10307800
3/13/2025 16:00:00,6425,6450,6300,6450,10840400
3/14/2025 16:00:00,6450,6500,6175,6175,17471400
3/17/2025 16:00:00,6200,6425,6200,6350,11557300
3/18/2025 16:00:00,6350,6450,5700,5925,14416600
3/19/2025 16:00:00,5950,5975,5725,5725,18122400
3/20/2025 16:00:00,5800,6350,5775,6250,18603200
3/21/2025 16:00:00,6250,6300,5850,5875,28605600
3/24/2025 16:00:00,5850,5875,5025,5100,18431900
3/25/2025 16:00:00,5125,5375,5100,5125,14812400
3/26/2025 16:00:00,5225,5375,5175,5200,12191200
3/27/2025 16:00:00,5200,5375,5100,5375,15964000
4/8/2025 16:00:00,5000,5050,4570,4610,23541600
4/9/2025 16:00:00,4600,4770,4500,4630,17258300
4/10/2025 16:00:00,4800,5075,4800,5000,27986000
4/11/2025 16:00:00,5025,5350,4880,5250,27755000
4/14/2025 16:00:00,5275,6000,5150,6000,30340400
4/15/2025 16:00:00,6025,6175,5825,6050,24236000
4/16/2025 16:00:00,6075,6150,5950,6075,19674200
4/17/2025 16:00:00,6075,6425,6050,6425,23974100
4/21/2025 16:00:00,6475,6675,6400,6650,17730000
4/22/2025 16:00:00,6675,7125,6650,7100,23863800
4/23/2025 16:00:00,7125,7175,6700,6825,22437500
4/24/2025 16:00:00,6875,7000,6800,6825,15725200
4/25/2025 16:00:00,6875,6900,6775,6875,16124000
4/28/2025 16:00:00,6875,6950,6775,6875,11917500
4/29/2025 16:00:00,6875,7075,6800,7000,27253200
4/30/2025 16:00:00,7025,7200,7000,7125,22675700
5/2/2025 16:00:00,7125,7125,6900,6975,14182200
5/5/2025 16:00:00,6975,7100,6900,7075,14410000
5/6/2025 16:00:00,7125,7550,7125,7550,32109500
5/7/2025 16:00:00,7575,7850,7400,7400,35531600
5/8/2025 16:00:00,7425,7550,7175,7375,21442200
5/9/2025 16:00:00,7375,7450,7225,7275,13209800
5/14/2025 16:00:00,7275,7400,7225,7225,17017600
5/15/2025 16:00:00,7225,7275,7000,7025,17222600
5/16/2025 16:00:00,7100,7175,6975,7025,16782600
5/19/2025 16:00:00,7075,7075,6875,6900,14086500
5/20/2025 16:00:00,6900,6900,6600,6700,26514000
5/21/2025 16:00:00,6775,6925,6775,6900,19671700
5/22/2025 16:00:00,6950,6950,6800,6850,17088900
5/23/2025 16:00:00,6900,7025,6875,6900,25826500
5/26/2025 16:00:00,6975,7000,6750,6775,14680000
5/27/2025 16:00:00,6800,6900,6725,6900,25041700
5/28/2025 16:00:00,6900,7075,6875,6925,38375500
6/2/2025 16:00:00,6925,6950,6700,6900,19179700
6/3/2025 16:00:00,6925,7025,6875,6925,26477700
6/4/2025 16:00:00,6950,7425,6925,7425,76041200
6/5/2025 16:00:00,7475,8075,7275,7900,61734100
6/10/2025 16:00:00,7850,8075,7775,8000,40123900
6/11/2025 16:00:00,7975,8025,7625,8025,27830700
6/12/2025 16:00:00,8000,8300,8000,8200,37564900
6/13/2025 16:00:00,8225,8300,8050,8200,26709400
6/16/2025 16:00:00,8300,9225,7500,7575,176900100
6/17/2025 16:00:00,7725,8175,7575,8125,67980500
6/18/2025 16:00:00,8125,8150,7625,7800,46371800
6/19/2025 16:00:00,7825,7950,7625,7900,25575800
6/20/2025 16:00:00,7900,7900,7425,7625,61419700
6/23/2025 16:00:00,7625,7850,7525,7825,34689500
6/24/2025 16:00:00,7825,8225,7825,8075,45155800
6/25/2025 16:00:00,8100,8475,8100,8400,40894900
6/26/2025 16:00:00,8400,8550,8225,8525,52809300
6/30/2025 16:00:00,8525,8650,8225,8450,41009000
7/1/2025 16:00:00,8475,8750,8475,8675,37379900
7/2/2025 16:00:00,8675,8700,8400,8575,21023600
7/3/2025 16:00:00,8575,8750,8425,8525,18079000
7/4/2025 16:00:00,8525,8625,8425,8500,18648300
7/7/2025 16:00:00,8500,8525,8325,8400,14272500
7/8/2025 16:00:00,8400,8525,8300,8350,21432400
7/9/2025 16:00:00,8500,8850,8500,8750,44370300
7/10/2025 16:00:00,8750,8775,8450,8500,30925600
7/11/2025 16:00:00,8500,8525,8275,8375,20332000
7/14/2025 16:00:00,8375,8400,8225,8400,19455900
7/15/2025 16:00:00,8400,8425,8175,8200,19957600
7/16/2025 16:00:00,8225,8300,8100,8225,32294100
7/17/2025 16:00:00,8225,8250,8000,8100,26314100
7/18/2025 16:00:00,8100,8125,7950,8025,25145200
