Date,Open,High,Low,Close,Volume
9/23/2025 16:00:00,7150,7275,7050,7200,39193600
9/24/2025 16:00:00,7300,7300,6900,7050,28224400
9/25/2025 16:00:00,7150,7175,6800,6800,39512900
9/26/2025 16:00:00,6850,7075,6725,7000,72819900
9/29/2025 16:00:00,7025,7125,6875,7025,20730000
9/30/2025 16:00:00,7025,7225,6875,7225,52437500
10/1/2025 16:00:00,7225,7225,6925,6950,22398100
10/2/2025 16:00:00,6925,7050,6825,6825,26745600
10/3/2025 16:00:00,6825,6950,6775,6925,21269000
10/6/2025 16:00:00,6975,7050,6875,6925,22995100
10/7/2025 16:00:00,6925,7025,6850,6925,24912700
10/8/2025 16:00:00,6925,7000,6850,6975,20411400
10/9/2025 16:00:00,6925,7525,6900,7400,70174100
10/10/2025 16:00:00,7425,7600,7275,7400,39939400
10/13/2025 16:00:00,7250,8000,7200,7450,68496300
10/14/2025 16:00:00,7675,7750,7075,7350,36120700
10/15/2025 16:00:00,7475,7550,7100,7250,23203700
10/16/2025 16:00:00,7375,7925,7300,7925,38683300
10/17/2025 16:00:00,8100,8500,7800,8000,53903700
10/20/2025 16:00:00,8025,8050,7600,7650,31978300
10/21/2025 16:00:00,7750,7825,7500,7675,22171400
10/22/2025 16:00:00,7375,7575,7250,7400,22906500
10/23/2025 16:00:00,7425,7800,7375,7800,27288100
10/24/2025 16:00:00,7750,7775,7425,7675,23592900
10/27/2025 16:00:00,7700,7700,7125,7200,34505100
10/28/2025 16:00:00,7200,7225,6850,6875,29932400
10/29/2025 16:00:00,6900,7125,6875,7025,22636000
10/30/2025 16:00:00,7050,7100,6925,6950,20219900
10/31/2025 16:00:00,6925,7125,6925,7100,28645400
11/3/2025 16:00:00,7200,7225,7025,7025,17197800
11/4/2025 16:00:00,7025,7100,6925,6950,20620100
11/5/2025 16:00:00,6900,7150,6800,7150,19133100
11/6/2025 16:00:00,7150,7175,7000,7025,25472200
11/7/2025 16:00:00,7000,7100,6900,7025,20791400
11/10/2025 16:00:00,7075,7125,7000,7075,18528700
11/11/2025 16:00:00,7125,7125,6975,7025,16325400
11/12/2025 16:00:00,7025,7050,6825,6825,31994600
11/13/2025 16:00:00,6850,6975,6825,6850,24736000
11/14/2025 16:00:00,6875,6875,6525,6600,34646500
11/17/2025 16:00:00,6700,6700,6300,6300,33497500
11/18/2025 16:00:00,6300,6500,6175,6300,29167300
11/19/2025 16:00:00,6325,6475,6300,6475,21405800
11/20/2025 16:00:00,6475,6650,6475,6475,20985900
11/21/2025 16:00:00,6450,6525,6425,6475,20979800
11/24/2025 16:00:00,6500,7100,6500,7100,103840900
11/25/2025 16:00:00,7025,7025,6800,6800,28352700
11/26/2025 16:00:00,6800,6975,6800,6950,18357800
11/27/2025 16:00:00,6950,7000,6850,6950,13818800
11/28/2025 16:00:00,6550,6825,6500,6600,30197000
12/1/2025 16:00:00,6550,6600,6350,6450,23429700
12/2/2025 16:00:00,6450,6700,6450,6675,28524700
12/3/2025 16:00:00,6675,6700,6500,6525,18737900
12/4/2025 16:00:00,6525,6550,6350,6400,20347400
12/5/2025 16:00:00,6425,6475,6350,6475,13262400
12/8/2025 16:00:00,6475,6500,6275,6300,33725400
12/9/2025 16:00:00,6400,6450,6150,6200,30535800
12/10/2025 16:00:00,6225,6350,6125,6300,28581900
12/11/2025 16:00:00,6300,6375,6075,6350,25535500
12/12/2025 16:00:00,6350,6950,6250,6725,59828400
12/15/2025 16:00:00,6825,6900,6500,6500,32022600
12/16/2025 16:00:00,6550,6725,6500,6650,43642900
12/17/2025 16:00:00,6700,6825,6550,6550,25012600
12/18/2025 16:00:00,6625,6625,6150,6150,48343900
12/19/2025 16:00:00,6175,6475,6175,6325,114313300
12/22/2025 16:00:00,6400,6500,6250,6500,22451100
12/23/2025 16:00:00,6525,6550,6300,6350,19272600
12/24/2025 16:00:00,6400,6450,6200,6200,17252800
12/29/2025 16:00:00,6250,6750,6225,6650,41691400
12/30/2025 16:00:00,6550,6600,6400,6425,23731700
1/2/2026 16:00:00,6500,6825,6450,6800,20750200
1/5/2026 16:00:00,6875,7050,6775,7000,27245500
1/6/2026 16:00:00,7100,8100,7075,7750,120596800
1/7/2026 16:00:00,8025,8125,7800,7975,82484700
1/8/2026 16:00:00,7950,8450,7775,7900,64232300
1/9/2026 16:00:00,7975,8250,7900,8150,37280700
1/12/2026 16:00:00,8300,8450,7400,7925,43065700
1/13/2026 16:00:00,8050,8175,7850,8100,35237100
1/14/2026 16:00:00,8100,8250,7950,8075,22473400
1/15/2026 16:00:00,8150,8250,7925,8025,24119000
1/19/2026 16:00:00,8050,8100,7500,7650,43676300
1/20/2026 16:00:00,7650,7725,7375,7625,33450000
1/21/2026 16:00:00,7725,7750,7500,7600,25449400
1/22/2026 16:00:00,7600,7975,7525,7675,31901600
1/23/2026 16:00:00,7800,7800,6925,7200,59590800
1/26/2026 16:00:00,7250,8000,7250,7850,58402900
1/27/2026 16:00:00,7900,7900,7550,7800,27470700
1/28/2026 16:00:00,6650,7825,6650,7000,89848800
1/29/2026 16:00:00,7000,7200,6200,7150,53064400
1/30/2026 16:00:00,7150,7600,7050,7600,40339300
2/2/2026 16:00:00,7200,7200,6475,6475,43852100
2/3/2026 16:00:00,6600,6925,6325,6875,28835800
2/4/2026 16:00:00,6925,7475,6825,7475,33951100
2/5/2026 16:00:00,7400,7550,7150,7350,13583700
2/6/2026 16:00:00,6900,7250,6900,7250,14166800
2/9/2026 16:00:00,7275,7450,7150,7425,13034400
2/10/2026 16:00:00,7450,7650,7400,7650,15910300
2/11/2026 16:00:00,7650,7800,7600,7800,13972200
2/12/2026 16:00:00,7775,7825,7525,7775,17078500
2/13/2026 16:00:00,7625,7650,7400,7550,16432700
2/18/2026 16:00:00,7425,7550,7300,7525,17284400
2/19/2026 16:00:00,7500,7725,7450,7675,18632100
2/20/2026 16:00:00,7700,7975,7625,7900,18268100
2/23/2026 16:00:00,8000,8050,7700,7800,23063700
2/24/2026 16:00:00,7825,7875,7325,7450,29926200
2/25/2026 16:00:00,7500,7625,7300,7300,17313300
2/26/2026 16:00:00,7400,7425,7125,7300,14333500
2/27/2026 16:00:00,7350,7650,7200,7650,48375200
3/2/2026 16:00:00,7625,7775,7300,7300,23742200
3/3/2026 16:00:00,7375,7400,6800,6825,37605700
3/4/2026 16:00:00,6700,6700,6025,6100,58604200
3/5/2026 16:00:00,6225,6375,6100,6300,19362100
3/6/2026 16:00:00,6250,6250,6025,6125,18133200
3/9/2026 16:00:00,5900,5925,5600,5700,20147400
3/10/2026 16:00:00,5800,6025,5775,5825,17061300
3/11/2026 16:00:00,5850,6000,5500,5500,22746900
3/12/2026 16:00:00,5575,5650,5425,5525,17532600
3/13/2026 16:00:00,5450,5525,4950,4950,49767000
3/16/2026 16:00:00,4950,4970,4510,4510,60242400
3/17/2026 16:00:00,4660,5075,4600,4630,155812200
3/25/2026 16:00:00,4900,5125,4680,5000,91767200
3/26/2026 16:00:00,5075,5225,4900,4900,34339400
3/27/2026 16:00:00,4900,4970,4780,4850,18268600
3/30/2026 16:00:00,4780,4950,4630,4880,21251200
3/31/2026 16:00:00,4960,5050,4860,4920,25534400
4/1/2026 16:00:00,5075,5200,4960,5125,31488900
4/2/2026 16:00:00,5100,5125,4600,4700,46905000
4/6/2026 16:00:00,4700,5050,4650,5025,27138300
4/7/2026 16:00:00,4980,5000,4830,4870,16196700
4/8/2026 16:00:00,5050,5600,4970,5525,43107600
4/9/2026 16:00:00,5400,5500,5275,5350,19289800
4/10/2026 16:00:00,5375,5550,5350,5425,22736300
4/13/2026 16:00:00,5325,5475,5225,5425,22177200
4/14/2026 16:00:00,5700,5850,5550,5725,27894400
4/15/2026 16:00:00,5875,5875,5575,5600,26318800
4/16/2026 16:00:00,5600,5750,5500,5600,14346300
4/17/2026 16:00:00,5675,5750,5550,5550,12830500
4/20/2026 16:00:00,5550,5725,5500,5550,12698600
4/21/2026 16:00:00,5600,5850,5550,5650,22074800
4/22/2026 16:00:00,5650,5750,5475,5475,13971700
4/23/2026 16:00:00,5500,5525,5225,5225,15606500
4/24/2026 16:00:00,5175,5250,4800,5000,43319800
4/27/2026 16:00:00,5075,5500,5025,5400,23501700
4/28/2026 16:00:00,5400,5425,5125,5125,14238400
4/29/2026 16:00:00,5100,5225,5075,5200,13034100
4/30/2026 16:00:00,5200,5275,5000,5100,24503300
5/4/2026 16:00:00,5175,5225,4940,4950,27255500
5/5/2026 16:00:00,4960,5250,4930,5175,14961000
5/6/2026 16:00:00,5200,5250,5000,5000,16412300
5/7/2026 16:00:00,5100,5175,4640,4640,70894300
5/8/2026 16:00:00,4680,4720,4190,4210,69030800
5/11/2026 16:00:00,4210,4340,3900,4130,53987700
5/12/2026 16:00:00,4150,4230,3970,4070,32498200
5/13/2026 16:00:00,3670,3750,3570,3700,110114000
5/18/2026 16:00:00,3580,3590,3150,3450,225922600
5/19/2026 16:00:00,3330,3380,2970,3170,180621400
5/20/2026 16:00:00,3100,3250,2870,2970,135736700
5/21/2026 16:00:00,3080,3120,2750,3040,154941700
5/22/2026 16:00:00,3000,3050,2710,2900,150834500
5/25/2026 16:00:00,2920,3180,2760,3150,265737500
5/26/2026 16:00:00,3190,3480,3100,3110,182391700
5/29/2026 16:00:00,2920,3520,2900,3300,1202021400
6/2/2026 16:00:00,3350,3960,3350,3890,437308800
6/3/2026 16:00:00,3890,3900,3310,3310,321911000
6/4/2026 16:00:00,3130,3570,2910,3500,265061100
6/5/2026 16:00:00,3670,3670,3290,3290,219024800
6/8/2026 16:00:00,3150,3500,3010,3150,153287900
6/9/2026 16:00:00,3200,3480,3120,3410,173473700
6/10/2026 16:00:00,3430,3550,3310,3310,151877200
6/11/2026 16:00:00,3270,3340,3000,3060,129982200
6/12/2026 16:00:00,3150,3540,3110,3450,170357600
6/15/2026 16:00:00,3700,4050,3670,3780,217606900
6/17/2026 16:00:00,3880,3910,3700,3720,96107100
6/18/2026 16:00:00,3710,4000,3620,4000,95342400
6/19/2026 16:00:00,4000,4010,3750,3820,341840600
6/22/2026 16:00:00,3870,3950,3720,3760,82633000
6/23/2026 16:00:00,3730,3800,3600,3770,58637200
6/24/2026 16:00:00,3780,3800,3450,3460,93486600
6/25/2026 16:00:00,3380,3560,3340,3430,94083700
6/26/2026 16:00:00,3420,3450,3180,3340,88184700
6/29/2026 16:00:00,3330,3420,3240,3300,35747000
6/30/2026 16:00:00,3260,3270,3070,3100,111730900
7/1/2026 16:00:00,3070,3310,3070,3210,51738600
7/2/2026 16:00:00,3250,3390,3230,3240,51465600
7/3/2026 16:00:00,3360,3540,3360,3500,65773700
7/6/2026 16:00:00,3550,3590,3410,3450,60199100
7/7/2026 16:00:00,3460,3630,3430,3560,54279500
7/8/2026 16:00:00,3540,3540,3350,3350,72099700
7/9/2026 16:00:00,3370,3540,3350,3450,53816700
7/10/2026 16:00:00,3500,3580,3450,3510,45526400
7/13/2026 16:00:00,3560,3780,3500,3780,56645300
7/14/2026 16:00:00,3740,3820,3650,3660,83086000
7/15/2026 16:00:00,3690,3890,3640,3760,77265900
7/16/2026 16:00:00,3800,3970,3770,3920,102247700
7/17/2026 16:00:00,3900,3940,3830,3940,59232800
7/20/2026 16:00:00,3950,4060,3890,4010,80766400
7/21/2026 16:00:00,4010,4370,4010,4290,141625500
7/22/2026 16:00:00,4330,4410,4120,4150,114455500
7/23/2026 16:00:00,4160,4360,4160,4220,106927500
7/24/2026 16:00:00,4110,4170,3950,4040,104240800
7/27/2026 16:00:00,4080,4170,4000,4030,83361400
7/28/2026 16:00:00,4000,4110,3980,4010,60616800
7/29/2026 16:00:00,4010,4050,3810,3940,99406400
7/30/2026 16:00:00,3960,4070,3900,3980,71075500
7/31/2026 16:00:00,4050,4160,4050,4100,92470900
8/3/2026 16:00:00,4200,4400,4190,4280,133138200
8/4/2026 16:00:00,4310,4340,4210,4280,69917500
8/5/2026 16:00:00,4300,4430,4280,4420,107331800
8/6/2026 16:00:00,4480,4540,4300,4320,88614700
8/7/2026 16:00:00,4320,4450,4310,4400,55685200
8/10/2026 16:00:00,4410,4550,4330,4370,85203400
8/11/2026 16:00:00,4400,4450,4200,4250,77300900
8/12/2026 16:00:00,4290,4420,4230,4370,58980900
8/13/2026 16:00:00,4410,4420,4200,4220,47612300
8/14/2026 16:00:00,4200,4320,4160,4270,47216700
8/18/2026 16:00:00,4300,4320,4220,4250,43559200
8/19/2026 16:00:00,4220,4250,4140,4140,40654900
8/20/2026 16:00:00,4240,4510,4240,4470,161785000
8/21/2026 16:00:00,4500,4520,4410,4480,48112000
8/24/2026 16:00:00,4500,4600,4460,4500,64829200
8/26/2026 16:00:00,4520,4600,4390,4390,77753300
8/27/2026 16:00:00,4380,4470,4350,4450,38236000
8/28/2026 16:00:00,4450,4480,4370,4410,34578100
8/31/2026 16:00:00,4350,4360,4280,4330,53452700
